Time Scale; Number of Packets; Total data; 
559; 95783; 4789815.000000; 
560; 96080; 4804615.000000; 
561; 95787; 4790000.000000; 
562; 96067; 4803715.000000; 
563; 95790; 4790315.000000; 
564; 96046; 4802815.000000; 
565; 96063; 4803915.000000; 
566; 96267; 4814000.000000; 
567; 95789; 4789815.000000; 
568; 96131; 4807265.000000; 
569; 95807; 4790665.000000; 
570; 96049; 4803550.000000; 
571; 95798; 4790215.000000; 
572; 96052; 4803115.000000; 
573; 95640; 4782715.000000; 
574; 95874; 4794350.000000; 
575; 95966; 4798715.000000; 
576; 95798; 4790365.000000; 
577; 96056; 4803415.000000; 
578; 95814; 4791200.000000; 
579; 96053; 4803215.000000; 
580; 95688; 4784915.000000; 
581; 96055; 4803465.000000; 
582; 95794; 4790150.000000; 
583; 96055; 4803265.000000; 
584; 95812; 4791265.000000; 
585; 96051; 4803065.000000; 
586; 95814; 4791215.000000; 
587; 96048; 4802800.000000; 
588; 95777; 4789265.000000; 
589; 95868; 4794165.000000; 
590; 95976; 4799165.000000; 
591; 95787; 4789800.000000; 
592; 96033; 4803515.000000; 
593; 95797; 4791015.000000; 
594; 96043; 4803015.000000; 
595; 95800; 4790650.000000; 
596; 191857; 4803465.000000; 
597; 95810; 4791065.000000; 
598; 96054; 4802965.000000; 
599; 95789; 4790415.000000; 
600; 96051; 4803050.000000; 
601; 95806; 4790815.000000; 
602; 96050; 4803315.000000; 
603; 95696; 4785165.000000; 
604; 95877; 4794700.000000; 
605; 95987; 4799365.000000; 
606; 95811; 4791165.000000; 
607; 96059; 4803315.000000; 
608; 95789; 4790150.000000; 
609; 96024; 4801915.000000; 
610; 95801; 4790565.000000; 
611; 96039; 4802665.000000; 
612; 95798; 4790465.000000; 
613; 96051; 4803000.000000; 
614; 95808; 4790865.000000; 
615; 96045; 4804165.000000; 
616; 95784; 4789865.000000; 
617; 96040; 4802450.000000; 
618; 95806; 4790765.000000; 
619; 95863; 4793565.000000; 
620; 95971; 4799115.000000; 
621; 95796; 4790600.000000; 
622; 96055; 4803115.000000; 
623; 95806; 4790865.000000; 
624; 96051; 4802965.000000; 
625; 95803; 4790800.000000; 
626; 96056; 4803365.000000; 
627; 95805; 4790865.000000; 
628; 96111; 4806115.000000; 
629; 95797; 4790300.000000; 
630; 96063; 4803815.000000; 
631; 95800; 4790065.000000; 
632; 96058; 4803715.000000; 
633; 95691; 4785315.000000; 
634; 95890; 4796000.000000; 
635; 95973; 4798865.000000; 
636; 95803; 4790515.000000; 
637; 96075; 4804415.000000; 
638; 95808; 4790550.000000; 
639; 96050; 4803065.000000; 
640; 94983; 4749665.000000; 
641; 96052; 4803265.000000; 
642; 95786; 4789800.000000; 
643; 96072; 4803765.000000; 
644; 95788; 4790365.000000; 
645; 96054; 4803265.000000; 
646; 95800; 4790400.000000; 
647; 96062; 4803515.000000; 
648; 95790; 4790315.000000; 
649; 95880; 4794565.000000; 
650; 95966; 4798450.000000; 
651; 95786; 4790065.000000; 
652; 96067; 4803615.000000; 
653; 95817; 4791065.000000; 
654; 96068; 4804150.000000; 
655; 95791; 4790265.000000; 
656; 96065; 4803765.000000; 
657; 95799; 4790515.000000; 
658; 96061; 4803815.000000; 
659; 95804; 4790800.000000; 
660; 96040; 4802215.000000; 
661; 95796; 4790215.000000; 
662; 96051; 4803265.000000; 
663; 95695; 4785950.000000; 
664; 95899; 4795515.000000; 
665; 95948; 4797615.000000; 
666; 95803; 4790915.000000; 
667; 96070; 4804100.000000; 
668; 95800; 4790565.000000; 
669; 96070; 4804015.000000; 
670; 95802; 4790515.000000; 
671; 96062; 4803565.000000; 
672; 95785; 4789650.000000; 
673; 96076; 4804115.000000; 
674; 95789; 4790365.000000; 
675; 96049; 4802965.000000; 
676; 95804; 4790800.000000; 
677; 96051; 4803165.000000; 
678; 95805; 4791065.000000; 
679; 95913; 4796565.000000; 
680; 95956; 4798050.000000; 
681; 95791; 4789865.000000; 
682; 96064; 4803965.000000; 
683; 95797; 4790265.000000; 
684; 96056; 4803800.000000; 
685; 95787; 4791565.000000; 
686; 96065; 4803165.000000; 
687; 95799; 4790815.000000; 
688; 96083; 4804650.000000; 
689; 95808; 4791165.000000; 
690; 96040; 4802615.000000; 
691; 95799; 4790615.000000; 
692; 96075; 4804200.000000; 
693; 95654; 4783115.000000; 
694; 95935; 4797465.000000; 
695; 95900; 4795315.000000; 
696; 95799; 4790450.000000; 
697; 96047; 4803265.000000; 
698; 95808; 4790865.000000; 
699; 96061; 4803865.000000; 
700; 95792; 4790200.000000; 
701; 96052; 4803115.000000; 
702; 95787; 4789815.000000; 
703; 96054; 4803615.000000; 
704; 95812; 4790750.000000; 
705; 96059; 4803315.000000; 
706; 95800; 4790815.000000; 
707; 96058; 4803715.000000; 
708; 95794; 4789965.000000; 
709; 95945; 4798000.000000; 
710; 95897; 4795265.000000; 
711; 95782; 4789865.000000; 
712; 96079; 4804765.000000; 
713; 95787; 4789950.000000; 
714; 96050; 4802965.000000; 
715; 95794; 4790365.000000; 
716; 96066; 4803815.000000; 
717; 95794; 4790400.000000; 
718; 96057; 4803265.000000; 
719; 95778; 4789915.000000; 
720; 96054; 4802865.000000; 
721; 95789; 4790550.000000; 
722; 96060; 4803665.000000; 
723; 95686; 4784865.000000; 
724; 95912; 4796165.000000; 
725; 95917; 4796050.000000; 
726; 95788; 4790215.000000; 
727; 96060; 4803715.000000; 
728; 95804; 4790515.000000; 
729; 96055; 4803700.000000; 
730; 95766; 4788715.000000; 
731; 96046; 4802815.000000; 
732; 95788; 4789915.000000; 
733; 96038; 4802365.000000; 
734; 95796; 4790300.000000; 
735; 96041; 4802715.000000; 
736; 95792; 4790265.000000; 
737; 96043; 4802815.000000; 
738; 95781; 4789650.000000; 
739; 95939; 4797465.000000; 
740; 95912; 4795765.000000; 
741; 95698; 4785715.000000; 
742; 96063; 4803900.000000; 
743; 95796; 4790565.000000; 
744; 96055; 4803215.000000; 
745; 95804; 4790865.000000; 
746; 96055; 4803515.000000; 
747; 95792; 4790950.000000; 
748; 96090; 4805265.000000; 
749; 95799; 4790515.000000; 
750; 96065; 4803915.000000; 
751; 95784; 4789700.000000; 
752; 96053; 4803565.000000; 
753; 95687; 4785015.000000; 
754; 95961; 4798465.000000; 
755; 95873; 4793900.000000; 
756; 95799; 4790665.000000; 
757; 96054; 4803265.000000; 
758; 95792; 4790065.000000; 
759; 96070; 4804550.000000; 
760; 95795; 4790115.000000; 
761; 96051; 4803315.000000; 
762; 95801; 4790665.000000; 
763; 96057; 4803515.000000; 
764; 95796; 4790450.000000; 
765; 96059; 4803365.000000; 
766; 95804; 4790815.000000; 
767; 96052; 4802965.000000; 
768; 95796; 4790150.000000; 
769; 95975; 4799815.000000; 
770; 95856; 4793015.000000; 
771; 95794; 4790165.000000; 
772; 96061; 4803550.000000; 
773; 95789; 4790115.000000; 
774; 96067; 4803915.000000; 
775; 95814; 4791165.000000; 
776; 96045; 4803000.000000; 
777; 95799; 4790565.000000; 
778; 96062; 4803815.000000; 
779; 95801; 4790665.000000; 
780; 96065; 4804165.000000; 
781; 95794; 4790250.000000; 
782; 96053; 4804065.000000; 
783; 95692; 4784965.000000; 
784; 95961; 4798815.000000; 
785; 95873; 4794150.000000; 
786; 95786; 4790015.000000; 
787; 96087; 4804615.000000; 
788; 95787; 4790065.000000; 
789; 96054; 4803350.000000; 
790; 95780; 4789665.000000; 
791; 96073; 4803965.000000; 
792; 95796; 4790315.000000; 
793; 96057; 4803350.000000; 
794; 95792; 4790215.000000; 
795; 96058; 4803165.000000; 
796; 95796; 4790615.000000; 
797; 96059; 4803950.000000; 
798; 95777; 4789265.000000; 
799; 95949; 4798165.000000; 
800; 95891; 4794615.000000; 
801; 95800; 4790550.000000; 
802; 96067; 4803865.000000; 
803; 95794; 4790315.000000; 
804; 96051; 4803115.000000; 
805; 95796; 4790250.000000; 
806; 96062; 4803965.000000; 
807; 95797; 4790215.000000; 
808; 96106; 4806165.000000; 
809; 95805; 4790750.000000; 
810; 96045; 4802815.000000; 
811; 95784; 4789915.000000; 
812; 96054; 4803165.000000; 
813; 95696; 4785215.000000; 
814; 95992; 4800250.000000; 
815; 95843; 4792165.000000; 
816; 95806; 4791015.000000; 
817; 96057; 4803265.000000; 
818; 95790; 4790100.000000; 
819; 96058; 4803815.000000; 
820; 95798; 4790415.000000; 
821; 96051; 4803315.000000; 
822; 95798; 4790200.000000; 
823; 96054; 4803415.000000; 
824; 95803; 4790615.000000; 
825; 96051; 4802915.000000; 
826; 95807; 4790915.000000; 
827; 96055; 4803550.000000; 
828; 95793; 4790265.000000; 
829; 95992; 4800365.000000; 
830; 95862; 4793265.000000; 
831; 95796; 4790200.000000; 
832; 96045; 4802515.000000; 
833; 95800; 4791415.000000; 
834; 96075; 4804165.000000; 
835; 95802; 4790550.000000; 
836; 96059; 4803315.000000; 
837; 95800; 4790915.000000; 
838; 96044; 4802865.000000; 
839; 95801; 4790900.000000; 
840; 96053; 4803315.000000; 
841; 95801; 4791065.000000; 
842; 96050; 4802865.000000; 
843; 95691; 4785350.000000; 
844; 95998; 4800765.000000; 
845; 95842; 4792365.000000; 
846; 95791; 4790165.000000; 
847; 96064; 4803450.000000; 
848; 95797; 4790465.000000; 
849; 96069; 4803765.000000; 
850; 95785; 4790015.000000; 
851; 96048; 4803150.000000; 
852; 95795; 4790465.000000; 
853; 96061; 4803565.000000; 
854; 95823; 4791365.000000; 
855; 96045; 4802865.000000; 
856; 95796; 4790500.000000; 
857; 96058; 4803415.000000; 
858; 95794; 4790215.000000; 
859; 95994; 4800065.000000; 
860; 95854; 4793150.000000; 
861; 95777; 4789315.000000; 
862; 96065; 4803815.000000; 
863; 95790; 4789865.000000; 
864; 96065; 4803650.000000; 
865; 95805; 4790865.000000; 
866; 191878; 4803915.000000; 
867; 95783; 4789965.000000; 
868; 96109; 4805950.000000; 
